node,degree,degree_centrality,betweenness_centrality_sampled,pagerank,community
1559,186,0.04606240713224368,4.2643055714823364e-05,0.0005279078213323425,0
2275,185,0.04581475978207033,8.09998618543051e-06,0.0003353945141754355,6
2593,185,0.04581475978207033,3.152696966822462e-06,0.00033408328387730815,6
2615,185,0.04581475978207033,3.6910641996939745e-06,0.00033686511195112474,6
1707,185,0.04581475978207033,7.962268108880926e-05,0.0005128931092303412,0
2103,184,0.045567112431896976,3.828209119734029e-06,0.00033953490601688164,6
2111,184,0.045567112431896976,0.00047520597986755404,0.0005576313541167954,3
2290,184,0.045567112431896976,3.0776298200614177e-06,0.0003319939246777495,6
1078,183,0.045319465081723624,6.130119423086662e-05,0.0005069434233941203,0
2323,183,0.045319465081723624,3.4309550805721906e-06,0.00033270817644318865,6
2414,183,0.045319465081723624,1.3218287014932808e-05,0.0003337430056750094,6
1376,182,0.04507181773155027,0.0009186916895918728,0.0005180650615935587,0
1835,182,0.04507181773155027,0.0009094731711492693,0.0005452217677097289,0
1613,182,0.04507181773155027,7.114845460378645e-05,0.0005114431612646903,0
2339,182,0.04507181773155027,4.265324481818272e-06,0.0003354025572170611,6
2600,182,0.04507181773155027,4.140079485675968e-06,0.0003337668675753902,6
2500,181,0.04482417038137692,3.2323850720426594e-06,0.00032817168957892753,6
2104,181,0.04482417038137692,3.212308658455894e-06,0.00032801436862591317,6
2326,180,0.04457652303120356,2.9295044303390608e-06,0.00032763883097252814,6
2271,180,0.04457652303120356,3.6819301585711566e-06,0.00032970778285376813,6
2395,179,0.04432887568103021,7.162100354076314e-06,0.0003312003166205988,6
2376,179,0.04432887568103021,6.863854933055378e-06,0.00033513484027839516,6
1610,179,0.04432887568103021,3.7965634561616584e-05,0.0005003641267370858,0
2492,178,0.044081228330856856,3.2342287261459697e-06,0.0003239960549341499,6
2409,178,0.044081228330856856,3.4450279254988054e-06,0.00032635102133832873,6
2139,178,0.044081228330856856,7.601588778971843e-06,0.00032343327979462343,6
1984,178,0.044081228330856856,4.222667169696634e-06,0.0003292059446849331,6
1399,178,0.044081228330856856,4.9941257521303674e-05,0.0005031124896682368,0
2093,177,0.043833580980683504,7.27765832162924e-06,0.0003293790702390328,6
1622,177,0.043833580980683504,0.00010038876465436602,0.0005030088722789564,0
2354,177,0.043833580980683504,2.0187716074942036e-06,0.000322792518148831,6
2468,177,0.043833580980683504,0.0010989814627827884,0.00036634489702468874,3
2045,176,0.04358593363051015,2.599360224882621e-06,0.00032045111780932363,6
1971,176,0.04358593363051015,3.3320671231186283e-06,0.00032306089930674405,6
1979,176,0.04358593363051015,3.6754509926165874e-06,0.0003232310102673296,6
2381,176,0.04358593363051015,1.1711001970181082e-05,0.00032047748506446386,6
2199,175,0.0433382862803368,0.0004453479302779789,0.000547400190856632,3
1391,175,0.0433382862803368,4.4353460081979784e-05,0.0004950229194450298,0
2278,174,0.04309063893016345,7.170727139972613e-05,0.00032751768078249645,6
2043,174,0.04309063893016345,3.5460314513586616e-06,0.00031851760138412434,6
2630,173,0.042842991579990095,6.812060922204473e-06,0.0003166371615699262,6
1211,173,0.042842991579990095,6.778948477498972e-05,0.0004891572250914299,0
2037,173,0.042842991579990095,2.3663541325105824e-05,0.0003423515200507401,6
2200,173,0.042842991579990095,3.0524671019270466e-06,0.0003178077173216947,6
2033,173,0.042842991579990095,2.5647988181540462e-06,0.00031606978182977007,6
2553,173,0.042842991579990095,6.2294494137596e-06,0.000321262366480919,6
1966,172,0.04259534422981674,1.7395057761020835e-05,0.0003296220819862259,6
2356,172,0.04259534422981674,1.950974046076396e-06,0.00031233218341789406,6
2081,172,0.04259534422981674,0.00038340027477543775,0.0005178680655169712,3
2140,171,0.04234769687964338,2.7088949489906303e-06,0.0003125141620905268,6
1551,171,0.04234769687964338,6.891557616054927e-05,0.0004835813931717491,0
2007,171,0.04234769687964338,0.0008367383823315581,0.0004933754393588057,3
2404,170,0.04210004952947003,5.7962516631614745e-06,0.00031949877454338547,6
686,170,0.04210004952947003,0.032767260515371,0.002219359259800019,7
1577,170,0.04210004952947003,0.04052832247351035,0.0005301520358229054,3
1471,169,0.04185240217929668,4.776574379238875e-05,0.0005024648137424786,0
2124,169,0.04185240217929668,3.221185973980806e-06,0.00030942412964363414,6
2460,169,0.04185240217929668,2.380441502169062e-06,0.0003106959198949326,6
2352,168,0.041604754829123326,2.5790259677275213e-06,0.00030673835394674483,6
2655,168,0.041604754829123326,2.0368756634663313e-06,0.000306225622088067,6
2374,168,0.041604754829123326,1.8443753852193312e-06,0.00030619346457061366,6
2190,168,0.041604754829123326,2.5856414642018292e-06,0.000306649004302828,6
2069,168,0.041604754829123326,5.4266810852617255e-06,0.00032081883177093913,6
925,167,0.041357107478949974,0.0009236757116746091,0.0004844567692360999,0
2363,167,0.041357107478949974,2.250537785442686e-06,0.0003057488177390801,6
2638,166,0.04110946012877662,1.8113237437932129e-06,0.0003024613578090274,6
946,166,0.04110946012877662,0.0001019302765663225,0.00048084628682902646,0
2328,166,0.04110946012877662,0.0002605866257799464,0.0005092577599624838,3
1367,166,0.04110946012877662,4.49576996455282e-05,0.0004739846772732844,0
1839,165,0.04086181277860327,2.6018160460731667e-05,0.0004679126768172423,0
2423,165,0.04086181277860327,2.6675975381345498e-06,0.00030296378300962367,6
2559,165,0.04086181277860327,1.951876716010378e-06,0.0003021829359025977,6
2520,165,0.04086181277860327,1.1690855398091493e-05,0.00030470921768398175,6
1059,165,0.04086181277860327,4.675933458328614e-05,0.00046994632312193443,0
2619,164,0.04061416542842991,2.802718499204869e-06,0.0003027278088262807,6
2108,164,0.04061416542842991,1.7006428431535543e-06,0.0002993717872967695,6
2578,164,0.04061416542842991,2.3537651995692336e-06,0.0003006315610699213,6
2598,164,0.04061416542842991,0.00018535548206632078,0.0004912432916381893,3
2054,163,0.04036651807825656,0.0003079935064926274,0.0004923090509451873,3
2550,162,0.040118870728083206,4.881878009334973e-05,0.00031173886839756674,6
2074,162,0.040118870728083206,1.6325453803772368e-06,0.00029605640793689206,6
2283,161,0.039871223377909853,0.0011268293099324911,0.000518284192349844,3
2549,161,0.039871223377909853,1.548319757281328e-06,0.0002941755145307069,6
1918,161,0.039871223377909853,1.0028886410047064e-05,0.0002968055263453243,6
2446,161,0.039871223377909853,1.6874443075367928e-06,0.0002962921673865453,6
2482,160,0.0396235760277365,6.054416393574746e-06,0.0002977140463359638,6
2289,160,0.0396235760277365,0.0009987855514903908,0.000567934524620748,3
2333,160,0.0396235760277365,0.00034596269332454475,0.0004868477777117438,3
2112,160,0.0396235760277365,2.0479898340265357e-06,0.00029713405757854177,6
2154,160,0.0396235760277365,3.975915694322834e-06,0.0002970088185558851,6
1554,160,0.0396235760277365,3.2560849007512283e-05,0.0004594350663254522,0
414,159,0.03937592867756315,0.045947098463042124,0.001800299047070226,1
2133,159,0.03937592867756315,0.0008011805914285412,0.0005787552543302721,3
1516,159,0.03937592867756315,2.159535480536887e-05,0.00043989313996829315,0
2020,158,0.0391282813273898,1.8201203487289422e-06,0.00029120168535311903,6
2551,158,0.0391282813273898,5.700150468101196e-06,0.0002941918987740536,6
2370,158,0.0391282813273898,1.559327662070912e-06,0.00029080869260063156,6
2121,158,0.0391282813273898,3.2931884213123374e-06,0.00029287901723908094,6
1184,158,0.0391282813273898,3.94899364070746e-05,0.00044594950293191303,0
2253,157,0.038880633977216444,1.8731593843665175e-06,0.0002906709236474459,6
1185,156,0.03863298662704309,3.1075989259341846e-05,0.0004361552550076923,0
2087,156,0.03863298662704309,0.0004914936986628557,0.0004760795534840445,3
1736,156,0.03863298662704309,5.300527996097037e-05,0.00043807852930130965,0
1522,156,0.03863298662704309,0.0005561584228297533,0.0004465716394287559,0
2308,156,0.03863298662704309,1.7216908101124374e-06,0.0002872856142404975,6
1813,156,0.03863298662704309,0.00011046224387356318,0.00048062132421869874,0
2299,155,0.03838533927686973,9.40122184358976e-06,0.00028610772690535515,6
2561,155,0.03838533927686973,1.481863941490544e-06,0.0002909377482958648,6
2005,155,0.03838533927686973,1.8321779824533201e-06,0.0002865372483321635,6
1718,155,0.03838533927686973,0.03765682589842054,0.0005256521195978915,3
2257,155,0.03838533927686973,2.464038740607841e-06,0.00028843281165144753,6
2095,154,0.03813769192669638,4.554268539941069e-05,0.00028649905079352516,6
2276,154,0.03813769192669638,2.151169105960028e-06,0.0002858620345521467,6
993,154,0.03813769192669638,3.583333062020468e-05,0.00044112930118303994,0
2282,154,0.03813769192669638,0.00010865366021558144,0.0004743788124140048,3
2408,153,0.03789004457652303,1.3242783489543819e-06,0.0002825235946957149,6
1986,153,0.03789004457652303,3.259491504624429e-06,0.00028776340125477443,6
1799,152,0.037642397226349676,2.819383135921006e-05,0.0004290542051400393,0
2040,152,0.037642397226349676,2.0045786818016145e-05,0.0002911670296310458,6
2573,152,0.037642397226349676,2.4745645128185028e-06,0.0002828532551799553,6
1238,152,0.037642397226349676,0.0001134457624556263,0.0004491835163622033,0
2654,151,0.037394749876176324,1.2506490652718276e-06,0.0002782232568941257,6
2348,151,0.037394749876176324,3.734206775484934e-06,0.0002814980020099999,6
1929,151,0.037394749876176324,1.4430763355366786e-06,0.00027868801017176726,6
1557,151,0.037394749876176324,4.393874022761827e-05,0.000435784986701601,0
2504,151,0.037394749876176324,2.5840071737494804e-06,0.00028008841292183887,6
2336,150,0.03714710252600297,0.00019553971154973618,0.000451564918530032,3
1879,150,0.03714710252600297,3.60835287300786e-05,0.0004187585930437965,0
1017,149,0.03689945517582962,2.7554743286778745e-05,0.0004299842159136467,0
2187,148,0.03665180782565626,0.00012466933087459923,0.0004426052200491445,3
1604,148,0.03665180782565626,9.460502165098106e-05,0.00044651628284948926,0
1420,148,0.03665180782565626,0.006122437724341092,0.0004405224865045448,0
2032,147,0.03640416047548291,0.00017051198179154756,0.0004465435819263744,3
2083,147,0.03640416047548291,5.942529117050375e-06,0.0002748323484132142,6
2433,147,0.03640416047548291,3.7378905777109773e-06,0.0002787318726693449,6
916,147,0.03640416047548291,0.0009401474393442529,0.00042155073063063117,0
1146,147,0.03640416047548291,5.479166130300311e-05,0.00043113625144722674,0
2359,147,0.03640416047548291,1.3711094305026012e-06,0.00027128569574618323,6
1945,146,0.036156513125309556,0.00015733717815536233,0.000440951889327987,3
2430,146,0.036156513125309556,2.204466485303591e-06,0.00027527638397706745,6
2122,146,0.036156513125309556,1.798045392028923e-06,0.0002705574422580167,6
1662,146,0.036156513125309556,3.0213145061546017e-05,0.0004115792917375864,0
1331,146,0.036156513125309556,5.15051655788361e-05,0.0004196207118178462,0
1603,145,0.0359088657751362,1.3360109872415993e-05,0.0004088053019908271,0
2495,145,0.0359088657751362,1.9601265938074336e-06,0.0002705621975737643,6
1793,145,0.0359088657751362,2.208970576845721e-05,0.00040861788143362775,0
2546,144,0.03566121842496285,5.803114108535262e-06,0.0002704878434694081,6
1006,142,0.03516592372461615,4.184544440589554e-05,0.0004130819766090036,0
2292,142,0.03516592372461615,0.00046119497716103655,0.0004316834407527883,3
2117,142,0.03516592372461615,0.00046928297924140277,0.00048679567633611346,3
1132,142,0.03516592372461615,1.8914772532658608e-05,0.00040114290630736027,0
1447,142,0.03516592372461615,6.022000269928272e-05,0.00042627966043836714,0
1076,142,0.03516592372461615,7.19388060169771e-05,0.00040192931295272193,0
1222,142,0.03516592372461615,6.906196939196435e-05,0.00043236382762140767,0
2084,141,0.034918276374442794,1.522055346111538e-05,0.0002833103085986814,6
2575,141,0.034918276374442794,4.9899411189401885e-06,0.00026877393964170265,6
2307,141,0.034918276374442794,1.2988864729704143e-06,0.0002620881300949422,6
2068,141,0.034918276374442794,0.00017747306041587563,0.00043171889793359335,3
1107,141,0.034918276374442794,3.592052201049453e-05,0.0003995770421380194,0
2521,141,0.034918276374442794,1.7291891650410628e-06,0.00026629297731162264,6
2063,141,0.034918276374442794,2.9232530108246264e-06,0.0002669106723693421,6
2539,140,0.03467062902426944,1.2588697636205952e-06,0.0002618562367400157,6
2212,140,0.03467062902426944,1.6329448407561955e-06,0.0002617198230606543,6
2511,140,0.03467062902426944,0.00019713281105019346,0.00042200551567794754,3
2386,139,0.03442298167409608,1.6158508124950003e-06,0.0002604029649145618,6
2334,139,0.03442298167409608,3.916364315201676e-06,0.0002733576892300786,6
1153,139,0.03442298167409608,2.8235344869213736e-05,0.00039359982098898785,0
2153,139,0.03442298167409608,0.00015299062186532322,0.00041363669747347367,3
1717,139,0.03442298167409608,2.4234404300683463e-05,0.0004016705368076058,0
2510,138,0.03417533432392273,0.00020737382124589638,0.00042249941024736875,3
2138,138,0.03417533432392273,0.00020577706516761372,0.00041829782013564997,3
1361,137,0.03392768697374938,0.0025034120175936748,0.0004212053215125313,0
2485,137,0.03392768697374938,1.5375928134200728e-06,0.0002580354867818764,6
2839,137,0.03392768697374938,5.449687580833357e-05,0.0006164365020273615,5
1250,137,0.03392768697374938,2.9594634628332136e-05,0.00039254981484498143,0
1669,137,0.03392768697374938,1.834480601096918e-05,0.0003926743394363122,0
1598,136,0.033680039623576026,8.221499295810172e-05,0.00040289671070852206,0
2115,136,0.033680039623576026,1.8984637293935732e-06,0.0002562812635664123,6
2086,136,0.033680039623576026,7.135421237467359e-07,0.000256609156948761,6
1329,136,0.033680039623576026,7.553573372319464e-05,0.00040482018787485886,0
1997,135,0.033432392273402674,1.1894441337896004e-06,0.00025391813345264504,6
1488,135,0.033432392273402674,3.706974316187746e-05,0.00039136234844271476,0
2646,135,0.033432392273402674,2.3094536361108965e-06,0.000260713945738202,6
2109,135,0.033432392273402674,1.1914093049045529e-06,0.00025358959296659084,6
2555,135,0.033432392273402674,3.7722223451673156e-05,0.0004078040405366795,3
2469,135,0.033432392273402674,5.996892548423242e-07,0.00025368562972877295,6
1256,135,0.033432392273402674,4.8037565275321575e-05,0.00039308571542632945,0
2509,134,0.03318474492322932,0.00015759729533790072,0.0004164805140554016,3
1926,134,0.03318474492322932,0.0003255136521129835,0.0004628706719515528,3
2183,134,0.03318474492322932,8.782757536343326e-05,0.00040029051669168486,3
376,133,0.03293709757305597,0.008016476477292898,0.0009014073664792465,1
2216,133,0.03293709757305597,1.5380583092412464e-06,0.0002521837035428871,6
136,133,0.03293709757305597,0.027010407043655867,0.0006337403250536821,4
2102,132,0.03268945022288261,0.0002080600163758088,0.0004119790061537733,3
1175,132,0.03268945022288261,7.411480897121834e-05,0.00039526302956205005,0
1456,132,0.03268945022288261,1.8866109638389983e-05,0.00037967590267153404,0
2471,132,0.03268945022288261,0.00011854315290342008,0.0003965699691539874,3
1791,131,0.03244180287270926,3.675585809295382e-05,0.0003959609469070504,0
1757,131,0.03244180287270926,1.931717603527712e-05,0.00037398895511629103,0
3363,131,0.03244180287270926,6.355211058335296e-05,0.0005929920269574417,5
2556,131,0.03244180287270926,1.6631231509918344e-06,0.0002496672292098688,6
1509,131,0.03244180287270926,0.0006158880474464114,0.0003924403695921726,0
1816,131,0.03244180287270926,1.4245218159774198e-05,0.00036878728577764306,0
1902,130,0.032194155522535906,4.8047603412704856e-05,0.0003774796513775795,0
917,130,0.032194155522535906,0.0002680748839141684,0.0007331559412352087,1
2467,130,0.032194155522535906,1.2487062748844556e-06,0.00024597520436364873,6
2623,130,0.032194155522535906,1.8976726899331133e-06,0.0002500642423650339,6
1124,130,0.032194155522535906,3.4084116101959516e-05,0.0004049619092802452,0
2268,130,0.032194155522535906,0.0009320412089778217,0.0004447269510609352,3
2279,129,0.03194650817236255,0.0001085799049081814,0.00038807882479350523,3
2072,129,0.03194650817236255,0.00021101021786671106,0.0003972658418693662,3
2224,129,0.03194650817236255,7.349329003730955e-05,0.00039155990712538076,3
2261,129,0.03194650817236255,9.918237916089345e-07,0.00024425106822249364,6
980,128,0.0316988608221892,2.330179536891989e-05,0.0003909821735516073,0
1620,128,0.0316988608221892,8.760669213975029e-05,0.00042609292737992935,0
2149,128,0.0316988608221892,3.971187263680307e-05,0.0003959726253540606,3
2165,128,0.0316988608221892,1.9861149524395813e-06,0.00024701595597100717,6
1335,128,0.0316988608221892,1.503610573871436e-05,0.0003643631139242206,0
2642,127,0.03145121347201585,0.0004835823179612856,0.00045188146162157577,3
1665,127,0.03145121347201585,2.595259958471349e-05,0.0003631195589899171,0
1823,127,0.03145121347201585,1.2752829823922099e-05,0.0003664982266996298,0
2629,127,0.03145121347201585,0.00014395285410212082,0.0003856482992149284,3
2484,126,0.031203566121842496,4.178707725754463e-06,0.00024059196410146605,6
1269,126,0.031203566121842496,1.3325365450952578e-05,0.00036560615935305,0
2463,126,0.031203566121842496,6.73555843614095e-05,0.0003806469192338291,3
1750,126,0.031203566121842496,1.0885690517699689e-05,0.000366089772083205,0
896,126,0.031203566121842496,5.6522649503890726e-05,0.0005810468584650819,1
2077,126,0.031203566121842496,7.631246342396365e-07,0.0002385979212767481,6
1491,125,0.03095591877166914,9.402984935391412e-06,0.00035578110149049103,0
1925,125,0.03095591877166914,8.9598245016252e-06,0.00024114855446970106,6
1230,125,0.03095591877166914,1.0230801578473096e-05,0.00036253498633886304,0
2592,125,0.03095591877166914,0.00010271958795824175,0.0003772601838637637,3
2327,125,0.03095591877166914,0.00019658668616173632,0.00039157157886327124,3
1467,124,0.03070827142149579,4.9550234443313855e-05,0.00037847895085241966,0
2237,124,0.03070827142149579,9.189978388132719e-07,0.00023732232302918005,6
1689,124,0.03070827142149579,1.5159224981596443e-05,0.000356752424483545,0
2461,124,0.03070827142149579,9.585048520468399e-05,0.00038247431151423026,3
1570,124,0.03070827142149579,2.6137291986699027e-05,0.0003721746523107684,0
2506,124,0.03070827142149579,2.431407657489816e-06,0.00024408503616806936,6
1277,124,0.03070827142149579,7.334268392948262e-05,0.0005717524252620442,1
1255,124,0.03070827142149579,3.7795933076647434e-05,0.0003708890523081733,0
2329,124,0.03070827142149579,5.768419584046842e-06,0.0002382362273296391,6
2046,123,0.030460624071322436,4.420455600894025e-07,0.0002343623893871867,6
1683,123,0.030460624071322436,7.794966513490193e-05,0.0003800865567164391,0
2071,123,0.030460624071322436,9.81920320845565e-05,0.0003677636533939381,3
1953,123,0.030460624071322436,6.312244392332034e-07,0.000234189818340497,6
1867,123,0.030460624071322436,1.8790664705247114e-05,0.00036831005728318455,0
1920,123,0.030460624071322436,8.757971620786137e-05,0.00036665221616317045,3
2302,123,0.030460624071322436,0.00046508040691932884,0.0003849853227792898,3
2038,123,0.030460624071322436,0.000507820087906659,0.0004301371974153003,3
1101,123,0.030460624071322436,2.8681521940758492e-05,0.00035796091761789854,0
1079,123,0.030460624071322436,1.385543325756753e-05,0.0003510529120511579,0
1341,123,0.030460624071322436,1.2446647122617659e-05,0.00035434216959185955,0
2649,122,0.03021297672114908,0.00010496883003451097,0.00037398403752940266,3
2294,122,0.03021297672114908,9.846579498551444e-05,0.00038172686763883126,3
2319,122,0.03021297672114908,0.00011784320259151608,0.0003743664545303353,3
1117,122,0.03021297672114908,2.3341003339217014e-05,0.00035712958028679705,0
475,122,0.03021297672114908,0.005030124122122203,0.0007853586142469625,1
2247,122,0.03021297672114908,0.00018345485131596864,0.00038917062546590616,3
1668,122,0.03021297672114908,1.1736396375202228e-05,0.000349849596320351,0
1330,122,0.03021297672114908,2.0820989631661372e-05,0.0003641707482981692,0
2754,122,0.03021297672114908,4.831340941037575e-05,0.0005655666421479617,5
1547,122,0.03021297672114908,9.55064714387772e-06,0.0003450562122995889,0
2300,122,0.03021297672114908,9.175583154584576e-06,0.0002598401796501396,6
3101,122,0.03021297672114908,0.00025827093324725644,0.0006674953821990662,0
2344,121,0.029965329370975728,0.000141511348387638,0.0003803723414666731,3
1783,121,0.029965329370975728,0.00018353817338375152,0.0006557046711928997,1
2491,121,0.029965329370975728,0.0001431879487947264,0.0003732007352106864,3
1868,121,0.029965329370975728,2.698947818698221e-05,0.00035418188547614273,0
2125,121,0.029965329370975728,2.500668918343871e-05,0.00037046751122749136,3
1761,121,0.029965329370975728,0.00015199262185437693,0.00041289183975085525,0
1947,120,0.029717682020802376,0.00010277788474607368,0.0003724807891289865,3
1004,120,0.029717682020802376,1.2814402068643709e-05,0.00034562439198682564,0
1959,120,0.029717682020802376,8.503387891980038e-05,0.0003690319346958356,3
2174,120,0.029717682020802376,0.00018529975937898744,0.0003857677805671482,3
1267,120,0.029717682020802376,7.75133118937404e-06,0.0003395246622273768,0
3291,119,0.029470034670629024,6.229858639080029e-05,0.0006636532449854325,0
2241,119,0.029470034670629024,1.9979199127514875e-05,0.0003613120029589833,3
1849,119,0.029470034670629024,7.802235042757363e-06,0.000337814731246394,0
1842,119,0.029470034670629024,2.4744287271186543e-05,0.0003472402104498461,0
2418,117,0.028974739970282316,7.930996551242885e-07,0.0002240536597759464,6
1617,117,0.028974739970282316,0.0004645989004481628,0.0003416128046572596,0
1520,117,0.028974739970282316,3.0147811417122672e-05,0.0003554824501987938,0
1675,117,0.028974739970282316,2.5353595690748264e-05,0.00036864584596380716,0
2176,117,0.028974739970282316,0.0003622086317922303,0.0004228415828208123,3
1600,117,0.028974739970282316,3.16093494812661e-05,0.0003478808526951376,0
2098,117,0.028974739970282316,1.0627286918351847e-06,0.0002259501065011575,6
1125,117,0.028974739970282316,9.041747623833432e-06,0.000336923357914986,0
1608,117,0.028974739970282316,3.0886952792644934e-05,0.0003435584162970273,0
2579,116,0.028727092620108963,8.146129913650571e-07,0.00022317977622561815,6
